ID,Airline_IATA2,StartingAirport_IATA3,DestinationAirport_IATA3,Equipment
6634,AD,CNF,MOC,E90 E95
6635,AD,CNF,POA,E95
6636,AD,CNF,RAO,AT7
6637,AD,CNF,REC,E90 E95
6638,AD,CNF,SDU,E90 E95
6639,AD,CNF,SLZ,E95
6640,AD,CNF,SSA,E95
6641,AD,CNF,UBA,AT7
6642,AD,CNF,UDI,E95
6643,AD,CNF,VCP,E95 E90
6644,AD,CNF,VDC,AT7
6645,AD,CNF,VIX,E95 E90
6646,AD,CPV,PNZ,E90
6647,AD,CWB,CAC,AT7
6648,AD,CWB,CNF,E95
6649,AD,CWB,CXJ,AT7
6650,AD,CWB,GRU,E95 E90
6651,AD,CWB,IGU,E95
6652,AD,CWB,LDB,E90 AT7
6653,AD,CWB,MGF,E90
6654,AD,CWB,POA,E95
6655,AD,CWB,SDU,E90
6656,AD,CWB,VCP,E95 E90
6657,AD,CXJ,CWB,AT7
6658,AD,CXJ,VCP,E95
6659,AD,DOU,VCP,AT7
6660,AD,ERN,TFF,AT4
6661,AD,FEN,NAT,AT7
6662,AD,FEN,REC,E95
6663,AD,FLN,VCP,E95 E90
6664,AD,FOR,BEL,E95
6665,AD,FOR,CNF,E95
6666,AD,FOR,JPA,AT7
6667,AD,FOR,NAT,E95
6668,AD,FOR,PHB,AT7
6669,AD,FOR,REC,E95
6670,AD,FOR,SLZ,E95
6671,AD,FOR,THE,E95
6672,AD,FOR,VCP,E95 E90
6673,AD,GIG,VCP,E95 E90
6674,AD,GRU,ARU,AT7
6675,AD,GRU,BSB,E95
6676,AD,GRU,CGB,E95 E90
6677,AD,GRU,CGR,E95
6678,AD,GRU,CNF,E90 E95
6679,AD,GRU,CWB,E95 E90
6680,AD,GRU,GYN,E95
6681,AD,GRU,IOS,E95
6682,AD,GRU,IPN,AT7
6683,AD,GRU,NVT,E95
6684,AD,GRU,PLU,AT7
6685,AD,GRU,POA,E95 E90
6686,AD,GRU,REC,E95
6687,AD,GRU,SDU,E90 E95
6688,AD,GRU,SSA,E95
6689,AD,GVR,PLU,AT7
6690,AD,GYN,CGB,E90 E95
6691,AD,GYN,CNF,E90
6692,AD,GYN,GRU,E95
6693,AD,GYN,PMW,E95 E90
6694,AD,GYN,SDU,E90
6695,AD,GYN,VCP,E95 E90
6696,AD,IGU,CWB,E95
6697,AD,IGU,POA,AT7
6698,AD,IGU,VCP,E95 E90
6699,AD,IMP,BEL,E95
6700,AD,IMP,CNF,E95
6701,AD,IOS,GRU,E95
6702,AD,IOS,SSA,AT7 E95
6703,AD,IOS,VCP,E95
6704,AD,IPN,CNF,AT7
6705,AD,IPN,GRU,AT7
6706,AD,IPN,PLU,AT4
6707,AD,IRZ,TFF,AT4
6708,AD,ITB,STM,AT7
6709,AD,IZA,CNF,AT7
6710,AD,IZA,VCP,AT7
6711,AD,JDO,VCP,E90
6712,AD,JOI,POA,AT7
6713,AD,JOI,VCP,E95 AT7
6714,AD,JPA,FOR,AT7
6715,AD,JPA,SSA,AT7
6716,AD,JPA,VCP,E95
6717,AD,JPR,CGB,AT7
6718,AD,JTC,MII,AT7
6719,AD,JTC,VCP,AT7
6720,AD,LDB,CGB,E90
6721,AD,LDB,CWB,AT7 E90
6722,AD,LDB,MGF,AT7
6723,AD,LDB,POA,AT7
6724,AD,LDB,VCP,E90 E95 AT7
6725,AD,LEC,SSA,AT7
6726,AD,MAB,AUX,AT7
6727,AD,MAB,BEL,AT7
6728,AD,MAB,BSB,E95
6729,AD,MAB,CKS,E95
6730,AD,MAB,TUR,AT7
6731,AD,MAO,BAZ,AT4
6732,AD,MAO,BEL,E95
6733,AD,MAO,BVB,AT7
6734,AD,MAO,CIZ,AT4
6735,AD,MAO,CNF,E95
6736,AD,MAO,PIN,AT7
6737,AD,MAO,PVH,E95 AT7
6738,AD,MAO,STM,AT7
6739,AD,MAO,TBT,E95
6740,AD,MAO,TFF,AT4 E95
6741,AD,MAO,VCP,E95
6742,AD,MCP,BEL,AT7
6743,AD,MCZ,AJU,E95 E90 AT7
6744,AD,MCZ,REC,AT7
6745,AD,MCZ,VCP,E95
6746,AD,MEA,SDU,AT4
6747,AD,MEA,VCP,AT4
6748,AD,MGF,CGB,E90
6749,AD,MGF,CWB,E90
6750,AD,MGF,LDB,AT7
6751,AD,MGF,POA,AT7
6752,AD,MGF,VCP,E90 AT7
6753,AD,MII,JTC,AT7
6754,AD,MII,VCP,AT7
6755,AD,MOC,CNF,E95 E90
6756,AD,MOC,PLU,AT7
6757,AD,NAT,CNF,E95
6758,AD,NAT,FEN,AT7
6759,AD,NAT,REC,AT7 E90
6760,AD,NAT,VCP,E95
6761,AD,NVT,GRU,E95
6762,AD,NVT,POA,E95 E90
6763,AD,NVT,VCP,E95 E90
6764,AD,OAL,CGB,E90 AT7
6765,AD,OLC,TFF,AT4
6766,AD,OPS,CGB,E95
6767,AD,PAV,SSA,AT7
6768,AD,PET,POA,AT7
6769,AD,PFB,POA,AT7
6770,AD,PFB,VCP,AT7
6771,AD,PHB,FOR,AT7
6772,AD,PHB,THE,AT7
6773,AD,PIN,MAO,AT7
6774,AD,PLU,AAX,AT4
6775,AD,PLU,CFB,AT7
6776,AD,PLU,GRU,AT7
6777,AD,PLU,GVR,AT7
6778,AD,PLU,IPN,AT4
6779,AD,PLU,MOC,AT7
6780,AD,PLU,POJ,AT4
6781,AD,PLU,SJK,AT7
6782,AD,PLU,UDI,AT7
6783,AD,PLU,VCP,AT7
6784,AD,PMW,AUX,AT7
6785,AD,PMW,BSB,AT7
6786,AD,PMW,GYN,E90 E95
6787,AD,PNZ,CNF,E90
6788,AD,POA,CNF,E95
6789,AD,POA,CWB,E95
6790,AD,POA,GRU,E95 E90
6791,AD,POA,IGU,AT7
6792,AD,POA,JOI,AT7
6793,AD,POA,LDB,AT7
6794,AD,POA,MGF,AT7
6795,AD,POA,NVT,E95 E90
6796,AD,POA,PET,AT7
6797,AD,POA,PFB,AT7
6798,AD,POA,RIA,AT7
6799,AD,POA,SDU,E90
6800,AD,POA,VCP,E95 E90
6801,AD,POA,XAP,AT7
6802,AD,POJ,PLU,AT4
6803,AD,PPB,VCP,AT7 E95
6804,AD,PVH,CGB,E90 E95
6805,AD,PVH,MAO,E95 AT7
6806,AD,PVH,RBR,E90 E95
6807,AD,RAO,CNF,AT7
6808,AD,RAO,SJP,E95
6809,AD,RAO,VCP,E90 AT7 E95
6810,AD,RBR,PVH,E90 E95
6811,AD,REC,AJU,AT7
6812,AD,REC,CNF,E90 E95
6813,AD,REC,FEN,E95
6814,AD,REC,FOR,E95
6815,AD,REC,GRU,E95
6816,AD,REC,MCZ,AT7
6817,AD,REC,NAT,AT7 E90
6818,AD,REC,SSA,E95
6819,AD,REC,THE,E95
6820,AD,REC,VCP,E95
6821,AD,RIA,POA,AT7
6822,AD,ROO,CGB,AT7
6823,AD,RVD,VCP,AT4
6824,AD,SDU,BPS,E90
6825,AD,SDU,CAW,AT7
6826,AD,SDU,CGH,E90
6827,AD,SDU,CNF,E90 E95
6828,AD,SDU,CWB,E90
6829,AD,SDU,GRU,E90 E95
6830,AD,SDU,GYN,E90
6831,AD,SDU,MEA,AT4
6832,AD,SDU,POA,E90
6833,AD,SDU,SJK,AT7 E90
6834,AD,SDU,VCP,E95 E90
6835,AD,SDU,VIX,E90 E95
6836,AD,SJK,PLU,AT7
6837,AD,SJK,SDU,E90 AT7
6838,AD,SJL,TFF,AT4
6839,AD,SJP,CGB,AT7
6840,AD,SJP,RAO,E95
6841,AD,SJP,VCP,E95 AT7 E90
6842,AD,SLZ,CNF,E95
6843,AD,SLZ,FOR,E95
6844,AD,SLZ,THE,E95
6845,AD,SSA,AJU,AT7
6846,AD,SSA,BPS,AT7
6847,AD,SSA,BRA,AT7
6848,AD,SSA,CNF,E95
6849,AD,SSA,GRU,E95
6850,AD,SSA,IOS,E95 AT7
6851,AD,SSA,JPA,AT7
6852,AD,SSA,LEC,AT7
6853,AD,SSA,PAV,AT7
6854,AD,SSA,REC,E95
6855,AD,SSA,VCP,E95 E90
6856,AD,SSA,VDC,AT7
6857,AD,SSA,VIX,E95 AT7 E90
6858,AD,STM,ATM,AT7
6859,AD,STM,BEL,AT7
6860,AD,STM,ITB,AT7
6861,AD,STM,MAO,AT7
6862,AD,STM,TMT,AT7
6863,AD,TBT,MAO,E95
6864,AD,TFF,ERN,AT4
6865,AD,TFF,IRZ,AT4
6866,AD,TFF,MAO,E95 AT4
6867,AD,TFF,OLC,AT4
6868,AD,TFF,SJL,AT4
6869,AD,THE,FOR,E95
6870,AD,THE,PHB,AT7
6871,AD,THE,REC,E95
6872,AD,THE,SLZ,E95
6873,AD,THE,VCP,E95
6874,AD,TMT,STM,AT7
6875,AD,TUR,BEL,AT7
6876,AD,UBA,CNF,AT7
6877,AD,UBA,VCP,AT7
6878,AD,UDI,BSB,AT7
6879,AD,UDI,CNF,E95
6880,AD,UDI,PLU,AT7
6881,AD,UDI,VCP,AT7 E90 E95
6882,AD,VCP,AJU,E95
6883,AD,VCP,AQA,AT7
6884,AD,VCP,ARU,AT7
6885,AD,VCP,BPS,E95
6886,AD,VCP,BSB,E95 E90
6887,AD,VCP,BYO,AT7
6888,AD,VCP,CAC,AT7
6889,AD,VCP,CCM,AT7
6890,AD,VCP,CFB,AT7
6891,AD,VCP,CGB,E95 E90
6892,AD,VCP,CGR,E95 E90 E75
6893,AD,VCP,CLV,E90 E95
6894,AD,VCP,CNF,E95 E90
6895,AD,VCP,CWB,E95 E90
6896,AD,VCP,CXJ,E95
6897,AD,VCP,DOU,AT7
6898,AD,VCP,FLN,E95 E90
6899,AD,VCP,FOR,E90 E95
6900,AD,VCP,GIG,E90 E95
6901,AD,VCP,GYN,E95 E90
6902,AD,VCP,IGU,E95 E90
6903,AD,VCP,IOS,E95
6904,AD,VCP,IZA,AT7
6905,AD,VCP,JDO,E90
6906,AD,VCP,JOI,AT7 E95
6907,AD,VCP,JPA,E95
6908,AD,VCP,JTC,AT7
6909,AD,VCP,LDB,E95 AT7 E90
6910,AD,VCP,MAO,E95
6911,AD,VCP,MCZ,E95 E90
6912,AD,VCP,MEA,AT4
6913,AD,VCP,MGF,AT7 E90 E95
6914,AD,VCP,MII,AT7
6915,AD,VCP,NAT,E95
6916,AD,VCP,NVT,E90 E95
6917,AD,VCP,PFB,AT7
6918,AD,VCP,PLU,AT7
6919,AD,VCP,POA,E95 E90
6920,AD,VCP,PPB,AT7 E95
6921,AD,VCP,RAO,AT7 E90 E95
6922,AD,VCP,REC,E95
6923,AD,VCP,RVD,AT4
6924,AD,VCP,SDU,E90 E95
6925,AD,VCP,SJP,AT7 E95
6926,AD,VCP,SSA,E95 E90
6927,AD,VCP,THE,E95
6928,AD,VCP,UBA,AT7
6929,AD,VCP,UDI,E90 AT7 E95
6930,AD,VCP,VIX,E95 E90
6931,AD,VCP,XAP,AT7 E95
6932,AD,VDC,CNF,AT7
6933,AD,VDC,SSA,AT7
6934,AD,VIX,CNF,E90 E95
6935,AD,VIX,SDU,E90 E95
6936,AD,VIX,SSA,AT7 E95 E90
6937,AD,VIX,VCP,E95 E90
6938,AD,XAP,POA,AT7
6939,AD,XAP,VCP,AT7 E95
6940,AE,CGO,RMQ,E90
6941,AE,FOC,TSA,738
6942,AE,HAN,RMQ,E90
6943,AE,HGH,RMQ,E90
6944,AE,HKG,RMQ,738 E90
6945,AE,HUN,KHH,E90
6946,AE,ICN,KHH,E90
6947,AE,KHH,HUN,E90
6948,AE,KHH,ICN,E90
6949,AE,KHH,XMN,E90
6950,AE,KNH,RMQ,E90
6951,AE,KNH,TSA,E90
6952,AE,LJG,TPE,738
6953,AE,MXZ,RMQ,E90
6954,AE,MZG,RMQ,E90
6955,AE,MZG,TSA,E90
6956,AE,NGB,RMQ,E90
6957,AE,OKA,RMQ,E90
6958,AE,RMQ,CGO,E90
6959,AE,RMQ,HAN,E90
6960,AE,RMQ,HGH,E90
6961,AE,RMQ,HKG,738 E90
6962,AE,RMQ,KNH,E90
6963,AE,RMQ,MXZ,E90
6964,AE,RMQ,MZG,E90
6965,AE,RMQ,NGB,E90
6966,AE,RMQ,OKA,E90
6967,AE,RMQ,SGN,E90
6968,AE,SGN,RMQ,E90
6969,AE,TPE,LJG,738
6970,AE,TSA,FOC,738
6971,AE,TSA,KNH,E90
6972,AE,TSA,MZG,E90
6973,AE,TSA,TTT,E90
6974,AE,TTT,TSA,E90
6975,AE,XMN,KHH,E90
6976,AF,ABJ,CDG,772
6977,AF,ABV,CDG,332
6978,AF,ABV,PHC,332
6979,AF,ABZ,CDG,E70
6980,AF,AJA,LGG,320
6981,AF,AJA,ORY,321 320 319
6982,AF,ALG,CDG,319
6983,AF,ALG,MRS,320 319
6984,AF,AMM,CDG,320
6985,AF,AMS,CDG,321 320 319 318 32A
6986,AF,AMS,LYS,F70
6987,AF,AMS,MRS,319
6988,AF,AMS,NTE,ER4
6989,AF,AMS,SXB,ER4 CR7 E70
6990,AF,ARN,CDG,320 321 32A 319
6991,AF,ATH,CDG,32A 319 320 321
6992,AF,ATH,MRS,319
6993,AF,ATH,TLS,320
6994,AF,ATL,CDG,77W 744 772 74Y
6995,AF,BCN,CDG,321 32A 318 320
6996,AF,BES,CDG,318 321
6997,AF,BES,MRS,319
6998,AF,BES,ORY,319 CRK
6999,AF,BEY,CDG,772 343
7000,AF,BGF,NSI,772
7001,AF,BHX,CDG,319 320
7002,AF,BIA,LGG,320
7003,AF,BIA,ORY,321 319
7004,AF,BIO,CDG,E70 E90
7005,AF,BIQ,MRS,320 319
7006,AF,BIQ,ORY,CRK 319 321 320
7007,AF,BKK,CDG,77W
7008,AF,BKO,CDG,343
7009,AF,BLL,CDG,E90
7010,AF,BLQ,CDG,E90 E70
7011,AF,BLR,CDG,332
7012,AF,BOD,CDG,321 320 32A 318
7013,AF,BOD,MRS,319 320
7014,AF,BOD,ORY,321 319 320
7015,AF,BOG,CDG,343
7016,AF,BOM,CDG,332
7017,AF,BOS,CDG,744
7018,AF,BRE,CDG,E70
7019,AF,BSB,CDG,772
7020,AF,BSL,CDG,AT7
7021,AF,BUD,CDG,318 321 320 319
7022,AF,BZV,CDG,343
7023,AF,CAI,CDG,332 343
7024,AF,CAN,CDG,772
7025,AF,CAY,FDF,32A 320
7026,AF,CAY,ORY,343
7027,AF,CCS,CDG,332
7028,AF,CDG,ABJ,772
7029,AF,CDG,ABV,332
7030,AF,CDG,ABZ,E70
7031,AF,CDG,ALG,319
7032,AF,CDG,AMM,320
7033,AF,CDG,AMS,321 320 319 318 32A
7034,AF,CDG,ARN,320 321 32A 319
7035,AF,CDG,ATH,319 32A 320 321
7036,AF,CDG,ATL,77W 744 772
7037,AF,CDG,BCN,321 32A 318 320
7038,AF,CDG,BES,318 321
7039,AF,CDG,BEY,772 343
7040,AF,CDG,BGF,772
7041,AF,CDG,BHX,319 320
7042,AF,CDG,BIO,E90 E70
7043,AF,CDG,BKK,77W
7044,AF,CDG,BKO,343
7045,AF,CDG,BLL,E90
7046,AF,CDG,BLQ,E70 E90
7047,AF,CDG,BLR,332
7048,AF,CDG,BOD,321 320 32A 318
7049,AF,CDG,BOG,343
7050,AF,CDG,BOM,332
7051,AF,CDG,BOS,744
7052,AF,CDG,BRE,E70
7053,AF,CDG,BSB,772
7054,AF,CDG,BSL,AT7
7055,AF,CDG,BUD,318 321 320 319
7056,AF,CDG,BZV,343
7057,AF,CDG,CAI,343 332
7058,AF,CDG,CAN,772
7059,AF,CDG,CCS,332
7060,AF,CDG,CFE,E90 E70
7061,AF,CDG,CKY,332
7062,AF,CDG,CLY,320
7063,AF,CDG,CMN,320 319 321
7064,AF,CDG,COO,343
7065,AF,CDG,CPH,318 319 320
7066,AF,CDG,DEL,332
7067,AF,CDG,DKR,77W
7068,AF,CDG,DLA,772
7069,AF,CDG,DTW,343
7070,AF,CDG,DUB,AR8
7071,AF,CDG,DUS,318 320
7072,AF,CDG,DXB,77W
7073,AF,CDG,EDI,AR8
7074,AF,CDG,EVN,320
7075,AF,CDG,EZE,772
7076,AF,CDG,FCO,320 321 319 32A
7077,AF,CDG,FIH,343
7078,AF,CDG,FLR,318
7079,AF,CDG,FRA,318
7080,AF,CDG,GIG,77W 332
7081,AF,CDG,GOA,E70 E90
7082,AF,CDG,GOT,E70 E90
7083,AF,CDG,GRU,772 77W
7084,AF,CDG,GVA,319 321 320 318
7085,AF,CDG,HAJ,E70 AR8
7086,AF,CDG,HAM,318 321 320 32A
7087,AF,CDG,HAV,77W
7088,AF,CDG,HKG,77W
7089,AF,CDG,HND,77W 772
7090,AF,CDG,IAD,388 77W
7091,AF,CDG,IAH,77W
7092,AF,CDG,ICN,77W 772
7093,AF,CDG,IST,319 320 321
7094,AF,CDG,JFK,332 772 388 343
7095,AF,CDG,JIB,343
7096,AF,CDG,JNB,388
7097,AF,CDG,KBP,319
7098,AF,CDG,KIX,77W 772
7099,AF,CDG,KUL,772
7100,AF,CDG,LAD,77W
7101,AF,CDG,LAX,388 772
7102,AF,CDG,LBV,772 77W
7103,AF,CDG,LCA,320
7104,AF,CDG,LED,320 319 321
7105,AF,CDG,LFW,343
7106,AF,CDG,LHR,321 319 320
7107,AF,CDG,LIM,77W
7108,AF,CDG,LIN,318 320 319 32A 321
7109,AF,CDG,LIS,318 320 319 321
7110,AF,CDG,LJU,E70
7111,AF,CDG,LOS,332
7112,AF,CDG,LYS,320 319 318
7113,AF,CDG,MAD,320 321 318 32A 319
7114,AF,CDG,MAN,321 320
7115,AF,CDG,MEX,744
7116,AF,CDG,MIA,77W
7117,AF,CDG,MLA,319 320
7118,AF,CDG,MPL,318 319 320 32A
7119,AF,CDG,MRS,32A 319 318 321 320
7120,AF,CDG,MRU,77W
7121,AF,CDG,MUC,319 318 320 32A 321
7122,AF,CDG,NAP,321
7123,AF,CDG,NCE,318 320 321 319
7124,AF,CDG,NCL,AR8
7125,AF,CDG,NDJ,332
7126,AF,CDG,NIM,332 343
7127,AF,CDG,NKC,332
7128,AF,CDG,NRT,388 788 77W
7129,AF,CDG,NSI,772
7130,AF,CDG,NTE,321 318 319 320
7131,AF,CDG,NUE,E70
7132,AF,CDG,ORD,332
7133,AF,CDG,OSL,E90
7134,AF,CDG,OTP,321 320 319
7135,AF,CDG,OUA,343
7136,AF,CDG,PEK,772 77W
7137,AF,CDG,PNR,332
7138,AF,CDG,PRG,321 320 32A
7139,AF,CDG,PTY,772
7140,AF,CDG,PUF,E90
7141,AF,CDG,PUJ,744
7142,AF,CDG,PVG,77W 388 772
7143,AF,CDG,RBA,319 320
7144,AF,CDG,RNS,AT7
7145,AF,CDG,ROB,332
7146,AF,CDG,RUH,332
7147,AF,CDG,SCL,772 77W
7148,AF,CDG,SFO,388
7149,AF,CDG,SGN,772
7150,AF,CDG,SIN,77W
7151,AF,CDG,SOF,321 320
7152,AF,CDG,STR,AR8
7153,AF,CDG,SVG,E70
7154,AF,CDG,SVO,319 320 321
7155,AF,CDG,SXM,343
7156,AF,CDG,TLS,319 320 321
7157,AF,CDG,TLV,320
7158,AF,CDG,TNR,772
7159,AF,CDG,TRN,E90 AR8 E70
7160,AF,CDG,TUN,319 320 321
7161,AF,CDG,TXL,319 321 320 318
7162,AF,CDG,VCE,318 320 319 32A
7163,AF,CDG,VGO,E70
7164,AF,CDG,VIE,320 318 319 32A 321
7165,AF,CDG,VRN,E70
7166,AF,CDG,WAW,318 319 320 321
7167,AF,CDG,WUH,332
7168,AF,CDG,YUL,744 343
7169,AF,CDG,YYZ,772
7170,AF,CDG,ZAG,AR8
7171,AF,CDG,ZRH,318
7172,AF,CFE,CDG,E70 E90
7173,AF,CFE,ORY,AT7 CRK
7174,AF,CKY,CDG,332
7175,AF,CKY,NKC,332
7176,AF,CLY,CDG,320
7177,AF,CLY,ORY,320 319
7178,AF,CMN,CDG,320 319 321
7179,AF,CMN,TLS,319 320
7180,AF,COO,CDG,343
7181,AF,CPH,CDG,318 319 320
7182,AF,DEL,CDG,332
7183,AF,DKR,CDG,77W
7184,AF,DLA,CDG,772
7185,AF,DLA,SSG,772
7186,AF,DTW,CDG,343
7187,AF,DTW,LHR,76W 77L
7188,AF,DUB,CDG,AR8
7189,AF,DUS,CDG,318 320
7190,AF,DXB,CDG,77W
7191,AF,EDI,CDG,AR8
7192,AF,EVN,CDG,320
7193,AF,EZE,CDG,772
7194,AF,EZE,MVD,772
7195,AF,FCO,CDG,320 321 319 32A
7196,AF,FCO,LYS,CRK
7197,AF,FCO,MRS,319
7198,AF,FCO,TLS,319 320
7199,AF,FDF,CAY,32A 320
7200,AF,FDF,ORY,77W
7201,AF,FDF,PTP,AT5 32A 320
7202,AF,FDF,SDQ,AT5
7203,AF,FIH,CDG,343
7204,AF,FLR,CDG,318
7205,AF,FNA,CDG,332
7206,AF,FRA,CDG,318
7207,AF,GIG,CDG,77W 332
7208,AF,GOA,CDG,E70 E90
7209,AF,GOT,CDG,E90 E70
7210,AF,GRU,CDG,77W 772
7211,AF,GVA,CDG,321 319 320 318
7212,AF,HAJ,CDG,E70 AR8
7213,AF,HAM,CDG,321 318 320 32A
7214,AF,HAM,TLS,319
7215,AF,HAV,CDG,77W
7216,AF,HKG,CDG,77W
7217,AF,HND,CDG,772 77W
7218,AF,IAD,CDG,388 77W
7219,AF,IAH,CDG,77W
7220,AF,ICN,CDG,77W 772
7221,AF,IST,CDG,320 319 321
7222,AF,IST,MRS,320
7223,AF,JFK,BRU,76W
7224,AF,JFK,CDG,332 772 388 343
7225,AF,JIB,CDG,343
7226,AF,JNB,CDG,388
7227,AF,KBP,CDG,319
7228,AF,KIX,CDG,772 77W
7229,AF,KUL,CDG,772
7230,AF,LAD,CDG,77W
7231,AF,LAX,CDG,388 772
7232,AF,LAX,PPT,772
7233,AF,LBV,CDG,772 77W
7234,AF,LCA,CDG,320
7235,AF,LCY,LIN,E90
7236,AF,LCY,ORY,F50
7237,AF,LCY,RTM,F50 AR8
7238,AF,LED,CDG,319 320 321
7239,AF,LFW,CDG,343
7240,AF,LGG,BIA,320
7241,AF,LHR,CDG,321 320 319
7242,AF,LHR,DTW,76W 77L
7243,AF,LHR,SEA,76W
7244,AF,LIL,MRS,319
7245,AF,LIL,NCE,319 320
7246,AF,LIM,CDG,77W
7247,AF,LIN,CDG,319 318 320 32A 321
7248,AF,LIS,CDG,319 318 320 321
7249,AF,LJU,CDG,E70
7250,AF,LOS,CDG,332
7251,AF,LYS,AMS,F70
7252,AF,LYS,CDG,320 319 318
7253,AF,LYS,FLR,AT5
7254,AF,LYS,MLA,320
7255,AF,LYS,NCE,320 319
7256,AF,LYS,ORY,CRK
7257,AF,LYS,TLS,319 320 CRK
7258,AF,MAD,CDG,321 320 318 32A 319
7259,AF,MAN,CDG,321 320
7260,AF,MEX,ATL,74Y
7261,AF,MEX,CDG,744
7262,AF,MIA,CDG,77W
7263,AF,MIA,PAP,320
7264,AF,MLA,CDG,319 320
7265,AF,MLA,LYS,320
7266,AF,MLA,ORY,320 319
7267,AF,MLA,TLS,320 319
7268,AF,MLH,ORY,AT7
7269,AF,MPL,CDG,320 318 319 32A
7270,AF,MPL,ORY,321 319 CRK
7271,AF,MRS,ALG,320 319
7272,AF,MRS,AMS,319
7273,AF,MRS,ATH,319
7274,AF,MRS,BES,319
7275,AF,MRS,BIQ,320 319
7276,AF,MRS,BOD,319 320
7277,AF,MRS,CDG,319 32A 318 321 320
7278,AF,MRS,FCO,319
7279,AF,MRS,IST,320
7280,AF,MRS,LIL,319
7281,AF,MRS,NTE,319
7282,AF,MRS,ORY,320 321 319
7283,AF,MRS,PRG,320 319
7284,AF,MRS,RAK,320
7285,AF,MRS,RNS,319
7286,AF,MRS,SVO,320
7287,AF,MRS,TLV,320
7288,AF,MRS,TUN,319 320
7289,AF,MRS,TXL,320 319
7290,AF,MRS,VCE,320 319
7291,AF,MRU,CDG,77W
7292,AF,MUC,CDG,320 319 318 32A 321
7293,AF,MVD,EZE,772
7294,AF,NAP,CDG,321
7295,AF,NCE,CDG,320 318 321 319
7296,AF,NCE,LIL,319 320
7297,AF,NCE,LYS,320 319
7298,AF,NCE,NTE,320 319
7299,AF,NCE,ORY,319 320 321
7300,AF,NCE,SXB,320 319
7301,AF,NCE,TLV,320
7302,AF,NCE,VCE,320
7303,AF,NCL,CDG,AR8
7304,AF,NDJ,CDG,332
7305,AF,NIM,CDG,332 343
7306,AF,NIM,OUA,332
7307,AF,NKC,CDG,332
7308,AF,NKC,CKY,332
7309,AF,NRT,CDG,77W 788 388
7310,AF,NSI,CDG,772
7311,AF,NTE,AMS,ER4
7312,AF,NTE,CDG,321 318 319 320
7313,AF,NTE,MRS,319
7314,AF,NTE,NCE,320 319
7315,AF,NTE,ORY,AT5
7316,AF,NUE,CDG,E70
7317,AF,ORD,CDG,332
7318,AF,ORY,AJA,321 320 319
7319,AF,ORY,BES,CRK 319
7320,AF,ORY,BIA,321 319
7321,AF,ORY,BIQ,319 321 CRK 320
7322,AF,ORY,BOD,321 319 320
7323,AF,ORY,CAY,343
7324,AF,ORY,CFE,CRK AT7
7325,AF,ORY,CLY,320 319
7326,AF,ORY,FDF,77W
7327,AF,ORY,LCY,F50
7328,AF,ORY,LYS,CRK
7329,AF,ORY,MLA,320 319
7330,AF,ORY,MLH,AT7
7331,AF,ORY,MPL,319 CRK 321
7332,AF,ORY,MRS,321 320 319
7333,AF,ORY,NCE,320 319 321
7334,AF,ORY,NTE,AT5
7335,AF,ORY,PTP,77W
7336,AF,ORY,PUF,319 CRK
7337,AF,ORY,RUN,77W
7338,AF,ORY,SXB,CRK AT7
7339,AF,ORY,TLN,CRK 319 321 320
7340,AF,ORY,TLS,320 319 321
7341,AF,OSL,CDG,E90
7342,AF,OTP,CDG,321 320 319
7343,AF,OUA,CDG,343
7344,AF,OUA,NIM,332
7345,AF,PAP,MIA,32A 320
7346,AF,PAP,PTP,320
7347,AF,PEK,CDG,77W 772
7348,AF,PHC,ABV,332
7349,AF,PNR,CDG,332
7350,AF,PPT,LAX,772
7351,AF,PRG,CDG,321 320 32A
7352,AF,PRG,MRS,320 319
7353,AF,PTP,FDF,32A AT5 320
7354,AF,PTP,ORY,77W
7355,AF,PTP,PAP,32A 320
7356,AF,PTP,SDQ,AT5
7357,AF,PTY,CDG,772
7358,AF,PUF,CDG,E90
7359,AF,PUF,ORY,319 CRK
7360,AF,PUJ,CDG,744
7361,AF,PUJ,SDQ,744
7362,AF,PVG,CDG,772 77W 388
7363,AF,RAK,MRS,320
7364,AF,RAK,TLS,319 320
7365,AF,RBA,CDG,319 320
7366,AF,RNS,CDG,AT7
7367,AF,RNS,MRS,319
7368,AF,ROB,FNA,332
7369,AF,RTM,LCY,F50 AR8
7370,AF,RUH,CDG,332
7371,AF,RUN,ORY,77W
7372,AF,SCL,CDG,77W 772
7373,AF,SDQ,CDG,744
7374,AF,SDQ,PTP,AT5
7375,AF,SEA,LHR,76W
7376,AF,SFO,CDG,388
7377,AF,SGN,CDG,772
7378,AF,SIN,CDG,77W
7379,AF,SLU,FDF,AT5
7380,AF,SOF,CDG,321 320
7381,AF,SSG,DLA,772
7382,AF,STR,CDG,AR8
7383,AF,SVG,CDG,E70
7384,AF,SVO,CDG,319 320 321
7385,AF,SVO,MRS,320
7386,AF,SVQ,TLS,319
7387,AF,SXB,AMS,ER4 CR7 E70
7388,AF,SXB,NCE,320 319
7389,AF,SXB,ORY,CRK AT7
7390,AF,SXB,TLS,319 320
7391,AF,SXM,CDG,343
7392,AF,TLN,ORY,CRK 319 321 320
7393,AF,TLS,ATH,320
7394,AF,TLS,CDG,320 319 321
7395,AF,TLS,CMN,319 320
7396,AF,TLS,FCO,319 320
7397,AF,TLS,HAM,319
7398,AF,TLS,LYS,319 320 CRK
